Text,Label
I ask for constant reassurance that i didnt do anything wrong. i ask for constant reassurance that i didnt do anything wrong.,Obsessive-Compulsive Disorder (OCD)
I ask for constant reassurance that i didnt do something wrong. i ask for constant reassurance that i didnt do anything wrong.,Obsessive-Compulsive Disorder (OCD)
I can't stop thinking about whether I left the lights on or not.,Obsessive-Compulsive Disorder (OCD)
I can't stop thinking about whether i left the lights on or not.,Obsessive-Compulsive Disorder (OCD)
I redo tasks until they feel just right. I don't know why.,Obsessive-Compulsive Disorder (OCD)
I redo tasks until they feel just right. I don't know what to do with them.,Obsessive-Compulsive Disorder (OCD)
I'm afraid of mirrors. They show something that's not me.,Schizophrenia
I'm terrified of mirrors. They show something that's not me.,Schizophrenia
I have conversations with people who others say aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who are,Schizophrenia
I have conversations with people who others say aren't there. i have conversations with people who others say aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people who aren't there. i have conversations with people,Schizophrenia
I believe im part of something much bigger like a secret mission. I believe im part of something much bigger like a secret mission.,Schizophrenia
I believe im part of something much bigger like a secret mission. i believe im part of something much bigger like a secret mission. i believe im part of something much bigger like a secret mission.,Schizophrenia
I find it hard to express myself in words.,Schizophrenia
How do I express myself in words?,Schizophrenia
Sometimes I burst out laughing or crying for no reason.,Schizophrenia
Sometimes i burst out laughing or crying for no reason.,Schizophrenia
I can't focus on anythingmy mind jumps too fast.,Schizophrenia
I can't focus on anythingmy mind jumps too fast. I can't focus on anything.,Schizophrenia
I avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i,Schizophrenia
I avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me. i avoid crowded places because i think people are talking about me.,Schizophrenia
I see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in,Schizophrenia
I can see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving in the corners of my eyes. i see things moving,Schizophrenia
My thoughts feel jumbled and scattered.,Schizophrenia
My thoughts feel scattered and jumbled.,Schizophrenia
I don't sleep because im afraid of what I might see or hear.,Schizophrenia
I dont sleep because im afraid of what I might see or hear.,Schizophrenia
I avoid people and places that remind me of what happened.,Post-Traumatic Stress Disorder (PTSD)
I avoid people and places that remind me of what happened. i avoid people and places that remind me of what happened.,Post-Traumatic Stress Disorder (PTSD)
I cant talk about itits too painful.,Post-Traumatic Stress Disorder (PTSD)
I can't talk about itits too painful.,Post-Traumatic Stress Disorder (PTSD)
I keep seeing it in my mind like a movie on repeat.,Post-Traumatic Stress Disorder (PTSD)
I keep seeing it in my mind like a movie on repeat. i keep seeing it in my mind like a movie on repeat.,Post-Traumatic Stress Disorder (PTSD)
I feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i,Post-Traumatic Stress Disorder (PTSD)
I feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving. i feel guilty for surviving.,Post-Traumatic Stress Disorder (PTSD)
I can't relaxim always on edge.,Post-Traumatic Stress Disorder (PTSD)
I cant relaxim always on edge.,Post-Traumatic Stress Disorder (PTSD)
Why do I get angry when I don't know why?,Post-Traumatic Stress Disorder (PTSD)
Why do I get angry when I don't know what to do?,Post-Traumatic Stress Disorder (PTSD)
I isolate myself because no one understands me.,Post-Traumatic Stress Disorder (PTSD)
Why do I isolate myself because no one understands me?,Post-Traumatic Stress Disorder (PTSD)
I hate being in crowds. They make me feel trapped.,Post-Traumatic Stress Disorder (PTSD)
I hate crowds. They make me feel trapped.,Post-Traumatic Stress Disorder (PTSD)
I feel like im back there even though i know im not there.,Post-Traumatic Stress Disorder (PTSD)
I feel like im back there even though i know im not there yet.,Post-Traumatic Stress Disorder (PTSD)
I'm afraid to sleep because my dreams are too real.,Post-Traumatic Stress Disorder (PTSD)
I am afraid to sleep because my dreams are too real.,Post-Traumatic Stress Disorder (PTSD)
Can you chew food and spit it out without swallowing it?,Eating Disorder
Can you chew food and spit it out without swallowing?,Eating Disorder
Looking at myself in the mirror makes me angry.,Eating Disorder
Why do I get angry when I look at myself in the mirror?,Eating Disorder
Why do I feel worthless after overeating?,Eating Disorder
Why do I feel worthless after over eating?,Eating Disorder
I've stopped getting my period and i know its because I'm not eating. I can't get my period back.,Eating Disorder
Why am I not getting my period?,Eating Disorder
I feel fat even when people tell me I'm too thin.,Eating Disorder
I feel fat even when people tell me that I'm too thin.,Eating Disorder
How do I plan my meals days in advance to avoid anxiety?,Eating Disorder
How do I avoid eating out days in advance?,Eating Disorder
I sneak food at night and hide the wrappers. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can't see the food. i can,Eating Disorder
I sneak food at night and hide the wrappers. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see it. i can't see,Eating Disorder
Is it normal to miss a workout after a meal?,Eating Disorder
I panic if I miss my workout after a meal. What should I do?,Eating Disorder
Food is either good or bad to metheres no in between.,Eating Disorder
Food is either good or bad to metheres no in between between.,Eating Disorder
Why do I lie to my family about what I eat?,Eating Disorder
I lie to my family about what I eat.,Eating Disorder
I often feel like im in danger even when im not in danger.,Anxiety
I feel like im in danger even when im not in danger.,Anxiety
I can't sleep because my brain won't shut off.,Anxiety
Why can't I sleep because my brain won't shut off?,Anxiety
I get a sense of dread when I think about the next day.,Anxiety
I get a sense of dread when i think about the next day.,Anxiety
I avoid people because social situations stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid,Anxiety
I avoid people because social situations stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out. i avoid people because they stress me out.,Anxiety
I fidget constantly to distract myself from nervous thoughts.,Anxiety
I fidget constantly to distract myself from my nervous thoughts.,Anxiety
I feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every,Anxiety
I feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for everything. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing. i feel the need to be prepared for every little thing,Anxiety
I double and triple check everything i do.,Anxiety
I double check everything i do and triple check everything i do.,Anxiety
I have tension headaches almost every day.,Anxiety
I have tension headaches almost every day. How can I get rid of them?,Anxiety
Why can't I sit still when something is uncertain?,Anxiety
I can't sit still when something is uncertain.,Anxiety
I catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all,Anxiety
i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems all the time. i catastrophize small problems,Anxiety
I laugh in front of others but feel empty inside.,Depression
I laugh in front of people but feel empty inside.,Depression
Is it possible that things will ever get better?,Depression
Is it possible that things will never get better?,Depression
I feel like im invisible to the world.,Depression
I feel invisible to the world.,Depression
I have lost my motivation to do anything. I can't do anything.,Depression
I've lost my motivation to do anything. I can't do anything.,Depression
I keep pushing people away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i,Depression
I keep pushing people away even though i want them close. i keep pushing people away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i keep pushing them away even though i want them close. i,Depression
I feel like i'm letting people down.,Depression
I feel like i'm letting people down. I feel like i'm letting them down.,Depression
I don't care about the future anymore. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future anymore. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don',Depression
I don't care about the future anymore. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future anymore. I don't care about the future. I don't care about the future. I don't care about the future. I don't care about the future anymore.,Depression
I feel hollow inside me. Something is missing inside me.,Depression
"I feel hollow inside me, like something is missing inside me.",Depression
I'm tired all the time even after a full night's sleep.,Depression
I'm tired all the time even after a good night's sleep.,Depression
I don't feel like I deserve kindness or love.,Depression
I don't feel like I deserve kindness or love. I feel like I deserve it.,Depression
I feel like I have to move to think clearly.,ADHD( Attention deficit hyperactivity disorder)
I feel like i have to move to think clearly.,ADHD( Attention deficit hyperactivity disorder)
How do I forget instructions after hearing them?,ADHD( Attention deficit hyperactivity disorder)
How can I forget instructions after hearing them?,ADHD( Attention deficit hyperactivity disorder)
I get frustrated at how easily I lose focus.,ADHD( Attention deficit hyperactivity disorder)
I get frustrated by how easily I lose focus.,ADHD( Attention deficit hyperactivity disorder)
I often feel like im underachieving despite trying hard.,ADHD( Attention deficit hyperactivity disorder)
I feel like im underachieving despite trying hard.,ADHD( Attention deficit hyperactivity disorder)
Can I follow long conversations without zoning out?,ADHD( Attention deficit hyperactivity disorder)
I can't follow long conversations without zoning out.,ADHD( Attention deficit hyperactivity disorder)
Is it hard for me to finish what I started?,ADHD( Attention deficit hyperactivity disorder)
Is it hard for me to finish what I start?,ADHD( Attention deficit hyperactivity disorder)
I leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through,ADHD( Attention deficit hyperactivity disorder)
I leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave things halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through when something new interests me. i leave tasks halfway through,ADHD( Attention deficit hyperactivity disorder)
I procrastinate until i panic then work in a frenzy.,ADHD( Attention deficit hyperactivity disorder)
I procrastinate until I panic then work in a frenzy.,ADHD( Attention deficit hyperactivity disorder)
I get bored very quicklyeven with things i like.,ADHD( Attention deficit hyperactivity disorder)
I get bored very quicklyeven with things I like.,ADHD( Attention deficit hyperactivity disorder)
I rely on alarms and sticky notes to function daily.,ADHD( Attention deficit hyperactivity disorder)
I rely on alarms and sticky notes to function daily. i rely on alarms and sticky notes to function daily.,ADHD( Attention deficit hyperactivity disorder)
"When im in a high phase, i talk more and louder.",Bipolar Disorder
"When im in high phase, i talk more and louder.",Bipolar Disorder
Why do I feel so exhausted after a high energy week?,Bipolar Disorder
I feel exhausted after a highenergy week without knowing why.,Bipolar Disorder
I quit my job impulsively during a high and regretted it later.,Bipolar Disorder
I quit my job impulsively during a high and regretted it later on.,Bipolar Disorder
When I'm down even brushing my teeth feels impossible.,Bipolar Disorder
When I am down even brushing my teeth feels impossible.,Bipolar Disorder
I go from planning my future in detail to feeling hopeless.,Bipolar Disorder
How can I go from planning my future in detail to feeling hopeless?,Bipolar Disorder
I get frustrated when people can't keep up with my ideas.,Bipolar Disorder
I sometimes get frustrated when people can't keep up with my ideas.,Bipolar Disorder
ive sent a lot of messages during highs that i later deleted.,Bipolar Disorder
I sent a lot of messages during highs that i later deleted.,Bipolar Disorder
I spend money recklessly during some phases of life. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending.,Bipolar Disorder
I spend money recklessly during some phases of life. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can't control my spending. i can,Bipolar Disorder
I sometimes feel like im too intense for people.,Bipolar Disorder
I sometimes feel like im too intense for people to understand me.,Bipolar Disorder
My relationships suffer because of my mood swings.,Bipolar Disorder
My relationship suffers because of my mood swings.,Bipolar Disorder
How do I practice facial expressions in front of a mirror?,Autism Spectrum Disorder (ASD)
I practice facial expressions in front of a mirror.,Autism Spectrum Disorder (ASD)
"When I am in a crowded place, it makes me mentally shut down.",Autism Spectrum Disorder (ASD)
"When I am in a crowded place, it makes me shut down mentally.",Autism Spectrum Disorder (ASD)
I get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in numbers. i get really interested in numbers.,Autism Spectrum Disorder (ASD)
I get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in patterns or numbers. i get really interested in numbers. i get really interested in numbers. i get really interested in numbers. i get really interested in numbers.,Autism Spectrum Disorder (ASD)
How do I avoid phone calls that are too unpredictable?,Autism Spectrum Disorder (ASD)
I avoid phone calls theyre too unpredictable.,Autism Spectrum Disorder (ASD)
People often say i speak in a robotic way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way.,Autism Spectrum Disorder (ASD)
People often say i speak in a robotic way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can't speak in a robot way. I can,Autism Spectrum Disorder (ASD)
I prefer texting because I have time to think.,Autism Spectrum Disorder (ASD)
I prefer texting because i have time to think.,Autism Spectrum Disorder (ASD)
I can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours ,Autism Spectrum Disorder (ASD)
I can spend hours focusing on one specific hobby. i can spend hours focusing on one particular hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours focusing on one specific hobby. i can spend hours ,Autism Spectrum Disorder (ASD)
I have trouble reading between the lines in conversations.,Autism Spectrum Disorder (ASD)
I have trouble reading between the lines in a conversation.,Autism Spectrum Disorder (ASD)
When im overwhelmed i need to be alone to recover.,Autism Spectrum Disorder (ASD)
"When im overwhelmed, i need to be alone to recover.",Autism Spectrum Disorder (ASD)
I've been told I don't show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont,Autism Spectrum Disorder (ASD)
I've been told I don't show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way. ive been told i dont show emotion the normal way.,Autism Spectrum Disorder (ASD)
I avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because,Obsessive-Compulsive Disorder (OCD)
I avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky. i avoid specific numbers because they feel unlucky.,Obsessive-Compulsive Disorder (OCD)
I spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning,Obsessive-Compulsive Disorder (OCD)
I spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly. i spend hours aligning things perfectly.,Obsessive-Compulsive Disorder (OCD)
I obsess over germs and carry sanitizer everywhere i go.,Obsessive-Compulsive Disorder (OCD)
I obsess over germs and carry sanitizer everywhere I go.,Obsessive-Compulsive Disorder (OCD)
I feel compelled to confess even the smallest mistakes.,Obsessive-Compulsive Disorder (OCD)
I feel compelled to confess even the smallest mistake.,Obsessive-Compulsive Disorder (OCD)
I count steps while walking and start over if i mess up................................................. ,Obsessive-Compulsive Disorder (OCD)
I count steps while walking and start over if i mess up................................................. I,Obsessive-Compulsive Disorder (OCD)
I fear ill say something offensive even when i havent. i fear ill say something offensive even when i havent. i fear ill say something offensive even when i havent. i fear ill say something offensive even when i havent. i fear ill say something offensive even when i havent.,Obsessive-Compulsive Disorder (OCD)
I fear ill say something offensive even when i havent.,Obsessive-Compulsive Disorder (OCD)
I worry i forgot something crucial even when i havent.,Obsessive-Compulsive Disorder (OCD)
I worry i forgot something crucial even when i havent forgotten anything.,Obsessive-Compulsive Disorder (OCD)
I organize everything obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks,Obsessive-Compulsive Disorder (OCD)
How do I organize everything obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsessivelybooks clothes files obsess,Obsessive-Compulsive Disorder (OCD)
I feel like my mind is stuck on a loop.,Obsessive-Compulsive Disorder (OCD)
I feel like my mind is stuck in a loop.,Obsessive-Compulsive Disorder (OCD)
I triplecheck everything before I leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before ,Obsessive-Compulsive Disorder (OCD)
I triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before i leave the house. i triplecheck everything before,Obsessive-Compulsive Disorder (OCD)
I feel like I'm losing control of my mind.,Schizophrenia
I feel like I am losing control of my mind.,Schizophrenia
I keep thinking people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are,Schizophrenia
I keep thinking people are plotting against me. i keep thinking people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plotting against me. i keep thinking that people are plot,Schizophrenia
I get confused easily when people talk about me.,Schizophrenia
I get confused easily when people talk to me.,Schizophrenia
Is it hard to tell dreams from reality?,Schizophrenia
How do you tell a dream from a reality?,Schizophrenia
Sometimes i feel like im not in my own life.,Schizophrenia
Sometimes I feel like im not in my own life.,Schizophrenia
I have trouble organizing my day or following through on tasks.,Schizophrenia
How do I organize my day?,Schizophrenia
My head feels loud like there's a constant echo.,Schizophrenia
My head feels loud like there's a constant echo echo.,Schizophrenia
I don't know what emotions I'm supposed to feel.,Schizophrenia
I don't know what emotions I'm supposed to feel. I know what emotions I'm supposed to feel.,Schizophrenia
I think my neighbors are spying on me. Is this true?,Schizophrenia
I think my neighbors are spying on me. Why?,Schizophrenia
I feel like people are reading my thoughts.,Schizophrenia
Why do I feel like people are reading my thoughts?,Schizophrenia
I flinch when someone touches me unexpectedly.,Post-Traumatic Stress Disorder (PTSD)
Why do I flinch when someone touches me unexpectedly?,Post-Traumatic Stress Disorder (PTSD)
I don't feel safe even in my own home.,Post-Traumatic Stress Disorder (PTSD)
I feel unsafe even in my own home.,Post-Traumatic Stress Disorder (PTSD)
I avoid talking to people because I feel broken.,Post-Traumatic Stress Disorder (PTSD)
I avoid talking to people because i feel broken.,Post-Traumatic Stress Disorder (PTSD)
I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can',Post-Traumatic Stress Disorder (PTSD)
I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. I can't stop blaming myself. i can't stop blaming myself. i can't stop blaming myself. i can't stop blaming myself. i can't stop blaming myself,Post-Traumatic Stress Disorder (PTSD)
I keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from,Post-Traumatic Stress Disorder (PTSD)
I keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day. i keep hearing sounds from that day.,Post-Traumatic Stress Disorder (PTSD)
I feel like i failed to protect the people i care about.,Post-Traumatic Stress Disorder (PTSD)
I feel like i failed to protect the people I care about.,Post-Traumatic Stress Disorder (PTSD)
Certain smells make me feel like its all happening again.,Post-Traumatic Stress Disorder (PTSD)
Certain smells make me feel like it's all happening again.,Post-Traumatic Stress Disorder (PTSD)
I pretend I'm okay but im not. I'm not okay. I'm not okay. I'm not okay. I'm not okay. I'm not okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm,Post-Traumatic Stress Disorder (PTSD)
I pretend I'm okay but im not. I'm not okay. I'm not okay. I'm not okay. I'm not okay. I'm not okay. I'm not okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I'm okay. I',Post-Traumatic Stress Disorder (PTSD)
Why do I get migraines when I try to remember things?,Post-Traumatic Stress Disorder (PTSD)
Why do I get migraines when I try to remember everything?,Post-Traumatic Stress Disorder (PTSD)
I can't watch movies with violence anymore.,Post-Traumatic Stress Disorder (PTSD)
I cant watch movies with violence anymore.,Post-Traumatic Stress Disorder (PTSD)
I've fainted a few times because I skipped meals.,Eating Disorder
I've fainted a few times because i skipped meals.,Eating Disorder
I sometimes binge until i feel sick.,Eating Disorder
I sometimes binge until i feel sick. I can't stop binging.,Eating Disorder
How can I avoid carbs like theyre poisonous?,Eating Disorder
How can I avoid carbs like they are poisonous?,Eating Disorder
I feel more in control when im hungry.,Eating Disorder
I feel more in control when I am hungry.,Eating Disorder
How do I drink enough water to feel full?,Eating Disorder
How do I feel full when I drink too much water?,Eating Disorder
I often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often pur,Eating Disorder
I often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating. i often purge in secret after eating.,Eating Disorder
My relationship with food feels like a war.,Eating Disorder
My relationship with food is like a war.,Eating Disorder
How can I use laxatives to lose weight quickly?,Eating Disorder
How can I use laxatives to lose weight fast?,Eating Disorder
I envy people who can eat without guilt.,Eating Disorder
I envy people who eat without guilt.,Eating Disorder
Is it healthy to eat almonds?,Eating Disorder
How do I count almonds to control my portion size?,Eating Disorder
I wake up already anxious about things i need to do. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can't do anything. i can',Anxiety
